Number,Hanzi,Pinyin,English,Part of Speech,First PoS,Eng pos,Level,Levels,example1_chinese,example1_pinyin,example1_english,example2_chinese,example2_pinyin,example2_english,example3_chinese,example3_pinyin,example3_english
1091,出行,chūxíng,to go out somewhere (relatively short trip); to set off on a journey (longer trip),动,动 v.,verb,4,4,我天天坐地铁出行。,Wǒ tiāntiān zuòdìtiě chūxíng.,I travel on the subway every day.,他喜欢骑马出行。,Tā xǐhuān qímǎ chūxíng.,He likes to get on the horse and go out.,伦敦是个大城市，游客必须乘公交或地铁才能出行。,Lúndūn shì gè dàchéngshì; yóukè bìxū chéng gōngjiāo huò dìtiě cáinéng chūxíng.,London is such a large city that visitors must use buses and the underground railway to get about.
1092,出租,chūzū,to rent,动,动 v.,verb,4,4,我在找一间出租的房间。,Wǒ zài zhǎo yìjiān chūzū de fángjiān.,I'm looking for a room for rent.,他把他的房子出租二十年了。,Tā bǎ tā de fángzi chūzū èrshínián le.,He rented his house for 20 years.,这是一栋只出租不出售的房子。,Zhè shì yídòng zhǐ chūzū bù chūshòu de fángzi.,This is a house to let; not to be sold.
1093,厨房,chúfáng,kitchen,名,名 n.,noun,4,4,我的母亲在厨房里正忙著。,Wǒ de mǔqīn zài chúfáng lǐ zhèng máng zhù.,My mother is busy in the kitchen.,厨房里缺少一台洗碗机。,Chúfáng lǐ quēshǎo yìtái xǐwǎnjī.,The kitchen lacks a dishwasher.,凯特在厨房里做的作业。,Kǎitè zài chúfáng lǐ zuò de zuòyè.,Kate did her homework in the kitchen.
1094,厨师,chúshī,cook; chef,名,名 n.,noun,4,4,我们有一位非常好的厨师。,Wǒmen yǒu yíwèi fēicháng hǎo de chúshī.,We have a really good cook.,我妈妈是一个很棒的厨师。,Wǒ māmā shì yígè hěnbàng de chúshī.,My mother is a very good cook.,伍德太太是个非常棒的厨师。,Wǔ dé tàitài shì gè fēicháng bàng de chúshī.,Mrs. Wood was a very good cook.
1095,窗,chuāng,window,名,名 n.,noun,4,4,可以麻烦你把窗关了吗？,Kěyǐ máfán nǐ bǎ chuāng guān le ma?,May I trouble you to shut the window?,我把六扇窗都关上了。,Wǒ bǎ liùshàn chuāng dōu guānshàng le.,I've shut all six windows.,能不能请你把窗关了?,Néng bùnéng qǐng nǐ bǎ chuāng guān le?,Would you please shut the window?
1096,窗户,chuānghu,window,名,名 n.,noun,4,4,我的房间里只有一个窗户。,Wǒ de fángjiān lǐ zhǐyǒu yígè chuānghù.,There's only one window in my room.,他就是昨天打破窗户的人。,Tā jiùshì zuótiān dǎpò chuānghù de rén.,He was the man that broke the window yesterday.,请您把窗户关起来好吗？,Qǐng nín bǎ chuānghù guān qǐlái hǎo ma?,Would you close the window?
1097,吹,chuī,to blow; to blast,动,动 v.,verb,4,4,有一阵从北边吹来的冷风。,Yǒu yízhèn cóng běibiān chuī lái de lěngfēng.,There was a cold wind blowing from the north.,是什么风把你吹来了啊？,Shì shénme fēng bǎ nǐ chuī lái le a?,What has brought you here?,爸爸可以吹出很多烟圈。,Bàbà kěyǐ chuī chū hěnduō yānquān.,Dad can blow many smoke rings.
1098,词语,cíyǔ,term; expression,名,名 n.,noun,4,4,只可惜那些美妙的词语并非出于我手。,Zhǐ kěxī nàxiē měimiào de cíyǔ bìngfēi chūyú wǒ shǒu.,Unfortunately those beautiful words are not my own.,“旗袍”这个词语在中国北方广为使用。,“Qípáo” zhège cíyǔ zài zhōngguó běifāng guǎngwèi shǐyòng.,"The term ""qipao"" is widely used in Northern China.",用疑问代词表任指格式改写下面的句子，根据需要可以增加或者减少一些词语。,Yòng yíwèn dàicí biǎo rèn zhǐ géshì gǎixiě xiàmiàn de jùzi; gēnjù xūyào kěyǐ zēngjiā huòzhě jiǎnshǎo yìxiē cíyǔ.,Use interrogative pronouns to rewrite the sentences below; if you need to; you can add or remove a few words.
1099,此,cǐ,this; these,代,代 pron.,pronoun,4,4,此提议好得令人难以拒绝。,Cǐ tíyì hǎo dé lìngrén nányǐ jùjué.,The offer is too good to be turned down.,我们没有人满意此系统。,Wǒmen méiyǒu rén mǎnyì cǐ xìtǒng.,Not all of us were satisfied with the system.,此输入法也适用于这个版本。,Cǐ shūrùfǎ yě shìyòng yú zhège bǎnběn.,The input method also works with this version.
1100,此次,cǐcì,this time,代,代 pron.,pronoun,4,4,此次活动共有一百人参加。,Cǐcì huódòng gòngyǒu yìbǎi rén shēnjiā.,One hundred people took part in this event.,感谢大家对此次比赛的支持。,Gǎnxiè dàjiā duì cǐcì bǐsài de zhīchí.,Thank you all for supporting this competition.,此次旅行给我留下了深刻印象。,Cǐcì lǚxíng gěi wǒ liúxià le shēnkèyìnxiàng.,This trip left a deep impression on me.
1101,此外,cǐwài,besides; in addition,连,连 conj.,conjunction,4,4,此外，中国人喜欢睡午觉。,Cǐwài; zhōngguó rén xǐhuān shuìwǔjiào.,What's more; Chinese people like taking naps.,此外，她有艺术家天赋。,Cǐwài; tā yǒu yìshùjiā tiānfù.,In addition; she has an artistic flair.,此外，我能飞。,Cǐwài; wǒ néng fēi.,Moreover; I can fly.
1102,从此,cóngcǐ,from now on; since then,副,副 adv.,adverb,4,4,从此，咖啡的价格翻倍。,Cóngcǐ; kāfēi de jiàgé fānbèi.,The price of coffee has doubled since then.,从此起我们为您的安全负责。,Cóngcǐ qǐ wǒmen wèi nín de ānquán fùzé.,We are responsible for your protection from now on.,她从此就留在国外了。,Tā cóngcǐ jiù liúzài guówài le.,She has remained abroad ever since.
1103,从来,cónglái,always; at all times,副,副 adv.,adverb,4,4,我母亲从来没有惩罚过我。,Wǒ mǔqīn cónglái méiyǒu chéngfá guò wǒ.,My mother never punishes me.,我从来没有亲自去过那里。,Wǒ cónglái méiyǒu qīnzì qùguò nàlǐ.,I have never been there myself.,你从来没看过那部电影吗？,Nǐ cónglái méi kànguò nà bù diànyǐng ma?,Have you never seen that movie?
1104,从中,cóngzhōng,from within; therefrom,副,副 adv.,adverb,4,4,从中选择一人。,Cóngzhōng xuǎnzé yì rén.,Choose one person.,不要沉迷于过去，而是要从中吸取教训。,Búyào chénmíyú guòqù; érshì yào cóngzhōng xīqǔjiàoxùn.,Never live in the past but always learn from it.,这本书不管读多少次，我都能从中有新发现。,Zhè běnshū bùguǎn dú duōshǎo cì; wǒ dōu néng cóngzhōng yǒu xīn fāxiàn.,No matter how many times I read this book I discover something new.
1105,粗,cū,coarse; rough,形,形 adj.,adjective,4,4,这条绳子太粗了。,Zhè tiáo shéngzi tàicū le.,This rope is too thick.,这种纸的表面比较粗。,Zhèzhǒng zhǐ de biǎomiàn bǐjiào cū.,The surface of this paper is rather rough.,他把木头粗粗地切成了几段。,Tā bǎ mùtou cūcū dì qièchéng le jǐduàn.,He cut the wood roughly into several sections.
1106,粗心,cūxīn,careless; thoughtless,形,形 adj.,adjective,4,4,那事故是他的粗心导致的。,Nà shìgù shì tā de cūxīn dǎozhì de.,That accident was due to his carelessness.,她犯这样的错真的很粗心。,Tā fàn zhèyàng de cuò zhēnde hěn cūxīn.,It is careless of her to make such a mistake.,她为自己的粗心感到羞耻。,Tā wèi zìjǐ de cūxīn gǎndào xiūchǐ.,She was ashamed of herself for her carelessness.
1107,村,cūn,village,名,名 n.,noun,4,4,让我介绍你认识村田先生。,Ràng wǒ jièshào nǐ rènshí cūn tián xiānshēng.,Let me introduce you to Mr. Murata.,这座村没有空气污染。,Zhè zuò cūn méiyǒu kòngqìwūrǎn.,This village is free from air pollution.,藤村和白秋这样的诗人太少了。,Téng cūn hé bái qiū zhèyàng de shīrén tài shǎo le.,Such poets as Toson and Hakushu are rare.
1108,存,cún,to exist; to deposit,动,动 v.,verb,4,4,他把赚到的钱都存了起来。,Tā bǎ zhuàn dào de qián dōu cún le qǐlái.,He saves what he earns.,先生，我要存钱，怎么存？,Xiānshēng; wǒ yào cúnqián; zěnme cún?,Sir; I would like to deposit my money. How do I do that?,有些人不喜欢把钱存银行。,Yǒuxiē rén bù xǐhuān bǎ qián cún yínháng.,Some people do not like to deposit their money in banks.
1109,错过,cuòguò,to miss,动,动 v.,verb,4,4,他错过了7点30分的车。,Tā cuòguò le 7 diǎn 30 fēn de chē.,He was late for the 7:30 bus.,我今天早上错过了公交车。,Wǒ jīntiān zǎoshàng cuòguò le gōngjiāochē.,I missed my bus this morning.,他一定是错过了这班火车。,Tā yídìng shì cuòguò le zhè bān huǒchē.,He must have missed the train.
1110,错误,cuòwù,mistaken; false,形、名,形 adj.,adjective; noun,4,4,我为自己的错误自怨自艾。,Wǒ wèi zìjǐ de cuòwù zìyuànzìyì.,I hate myself for my mistakes.,不要把这个错误归咎于她。,Búyào bǎ zhège cuòwù guījiùyú tā.,Don't blame the mistake on her.,他必定会觉察到你的错误。,Tā bìdìnghuì juéchádào nǐ de cuòwù.,He's bound to notice your mistake.
1111,答应,dāying,to answer positively; to respond,动,动 v.,verb,4,4,你答应过，会照顾他们的。,Nǐ dāyìng guò; huì zhàogù tāmen de.,You promised to take care of them.,我答应了弟弟教他做功课。,Wǒ dāyìng le dìdi jiào tā zuò gōngkè.,I promised to help my brother with his homework.,他答应会来，但并没有。,Tā dāyìng huì lái; dàn bìng méiyǒu.,He promised to come; and didn't.
1112,答,dá,used in 答应; to answer,动,动 v.,verb,4,4,你本来能答上那个问题。,Nǐ běnlái néng dá shàng nàge wèntí.,You could've answered that question.,我不知道该怎么答他。,Wǒ bù zhīdào gāi zěnme dá tā.,I didn't know how to answer his question.,汤姆考试时没时间答完所有题。,Tāngmǔ kǎoshì shí méi shíjiān dá wán suǒyǒu tí.,Tom didn't have enough time to answer all the questions on the test.
1113,答案,dá’àn,answer; solution,名,名 n.,noun,4,4,我只想要一个明确的答案。,Wǒ zhǐ xiǎngyào yígè míngquè de dáàn.,I just want a clear answer.,看看我的答案是不是对的。,Kànkàn wǒ de dáàn shìbúshì duì de.,See if my answer is correct.,他的答案取决于他的心情。,Tā de dáàn qǔjuéyú tā de xīnqíng.,His answer depends on his mood.
1114,达到,dádào,to reach; to achieve,动,动 v.,verb,4,4,他终于达到了自己的目标。,Tā zhōngyú dádào le zìjǐ de mùbiāo.,Finally; he attained his goal.,你达到 60 公斤重了吗？,Nǐ dádào 60 gōngjīn zhòng le ma?,Are you over 60 kilograms?,总金额达到了两万日元。,Zǒngjīné dádào le liǎng wànrìyuán.,The sum came to over 20;000 yen.
1115,打招呼,dǎzhāohu,to give prior notice; to greet someone by word or action,动,动 v.,verb,4,4,她面带微笑向我们打招呼。,Tā miàndàiwēixiào xiàng wǒmen dǎzhāohū.,She greeted us with a smile.,他们面带微笑向我打招呼。,Tāmen miàndàiwēixiào xiàng wǒ dǎzhāohū.,They greeted me with a smile.,那女孩跟我微笑打招呼。,Nà nǚhái gēn wǒ wēixiào dǎzhāohū.,That girl smiled and waved to me.
1116,打败,dǎbài,to defeat; to overpower,动,动 v.,verb,4,4,他永远不会打败我的。,Tā yǒngyuǎn búhuì dǎbài wǒ de.,He'll never beat me.,侵略者注定要被打败。,Qīnlüèzhě zhùdìng yào bèi dǎbài.,The aggressors are bound to be defeated.,每个队都无一例外地被打败了。,Měigè duì dōu wúyílìwài dìbèi dǎbài le.,Every team; without exception; was defeated.
1117,打工,dǎgōng,to work; do temporary work,动,动 v.,verb,4,4,大学期间，他周末在餐厅打工。,Dàxué qījiān; tā zhōumò zài cāntīng dǎgōng.,During university; he worked part-time at a restaurant on weekends.,我想暑假打工赚点儿钱。,Wǒ xiǎng shǔjià dǎgōng zhuàn diǎnér qián.,I want to work during summer vacation to earn some money.,她一边上学，一边打工。,Tā yìbiān shàngxué; yìbiān dǎgōng.,She studies while also working part-time.
1118,打扰,dǎrǎo,to disturb; to bother,动,动 v.,verb,4,4,我学习的时候不要打扰我。,Wǒ xuéxí de shíhòu búyào dǎrǎo wǒ.,Don't disturb me while I'm studying.,很抱歉在这个时间打扰您。,Hěn bàoqiàn zài zhège shíjiān dǎrǎo nín.,I am sorry to bother you at this time.,加布里埃尔打扰了莉玛。,Jiābùlǐāiěr dǎrǎo le lì mǎ.,Gabriel disturbed Rima.
1119,打印,dǎyìn,to stamp; to affix a seal,动,动 v.,verb,4,4,请把这份合同打印两份。,Qǐng bǎ zhèfèn hétóng dǎyìn liǎngfèn.,Please print two copies of this contract.,打印机坏了，暂时不能打印。,Dǎyìnjī huài le; zànshí bùnéng dǎyìn.,The printer is broken; so we cannot print for now.,我已经把机票打印出来了。,Wǒ yǐjīng bǎ jīpiào dǎyìn chūlái le.,I have already printed the plane ticket.
1120,打印机,dǎyìnjī,printer,名,名 n.,noun,4,4,我昨天买了这个打印机。,Wǒ zuótiān mǎi le zhège dǎyìnjī.,I bought this printer yesterday.,你有打印机吗？,Nǐ yǒu dǎyìnjī ma?,Do you have a printer?,请把打印机里面的空的墨粉鼓换掉。,Qǐng bǎ dǎyìnjī lǐmiàn de kōng de mòfěn gǔ huàndiào.,Please replace the empty ink cartridge in the printer.
1121,打折,dǎzhé,to give a discount,动,动 v.,verb,4,4,你能不能给我打折？,Nǐ néng bùnéng gěi wǒ dǎzhé?,Can you give me a discount?,毛皮大衣在打折。,Máo pídàyī zài dǎzhé.,Fur coats are on sale.,价钱可以打折吗？,Jiàqián kěyǐ dǎzhé ma?,Can the price be discounted?
1122,打针,dǎzhēn,to give or have an injection,动,动 v.,verb,4,4,孩子有点儿害怕打针。,Háizi yǒudiǎnér hàipà dǎzhēn.,The child is a little afraid of injections.,护士正在给病人打针。,Hùshì zhèngzài gěi bìngrén dǎzhēn.,The nurse is giving the patient an injection.,打针以后，胳膊有点儿痛。,Dǎzhēn yǐhòu; gēbó yǒudiǎnér tòng.,My arm hurt a little after the injection.
1123,大巴,dàbā,coach; (coll.) large bus,名,名 n.,noun,4,4,乘机场大巴去机场要多久？,Chéng jīchǎng dàbā qù jīchǎng yào duōjiǔ?,How long does the airport bus take to the airport?,机场大巴从哪里出发？,Jīchǎng dàbā cóng nǎlǐ chūfā?,Where do the airport buses leave from?,我上了大巴。,Wǒ shàng le dàbā.,I boarded the bus.
1124,大大,dàdà,greatly; enormously,副,副 adv.,adverb,4,4,新方法大大提高了效率。,Xīn fāngfǎ dàdàtígāo le xiàolǜ.,The new method greatly improved efficiency.,这条公路让旅行时间大大减少。,Zhè tiáo gōnglù ràng lǚxíng shíjiān dàdàjiǎnshǎo.,This highway greatly reduced travel time.,他的中文水平大大进步了。,Tā de zhōngwén shuǐpíng dàdà jìnbù le.,His Chinese improved greatly.
1125,大夫,dàifu,doctor; physician,名,名 n.,noun,4,4,大夫建议我多休息。,Dàifu jiànyì wǒ duō xiūxi.,The doctor advised me to rest more.,那位大夫正在给病人检查。,Nà wèi dàifu zhèngzài gěi bìngrén jiǎnchá.,That doctor is examining a patient.,我明天去医院看大夫。,Wǒ míngtiān qù yīyuàn kàn dàifu.,I am going to see a doctor tomorrow.
1126,大量,dàliàng,great amount; large quantity,形,形 adj.,adjective,4,4,你读那本书需要大量词汇。,Nǐ dú nàběnshū xūyào dàliàng cíhuì.,You need a large vocabulary to read that book.,孩子们需要大量的睡眠。,Háizi men xūyào dàliàng de shuìmián.,Children need a lot of sleep.,他在银行里有大量钱财。,Tā zài yínháng lǐ yǒu dàliàng qiáncái.,He has plenty of money in the bank.
1127,大赛,dàsài,grand contest,名,名 n.,noun,4,4,她报名参加了汉语大赛。,Tā bàomíng cānjiā le hànyǔ dàsài.,She registered for a Chinese-language competition.,这场大赛吸引了很多观众。,Zhèchǎng dàsài xīyǐn le hěnduō guānzhòng.,This major competition attracted many spectators.,大赛的决赛将在北京举行。,Dàsài de juésài jiāng zài běijīng jǔxíng.,The competition final will be held in Beijing.
